ts,symbol,dir,entry,tp1,sl,grade
2025-09-01 21:19:26 UTC,DOGE/USDT,short,0.20736000,0.20688600,0.20641200,0.20593800,0.20783400,60.98,A,0.2286,0.1727,0.5274,-0.3846,0.4822
2025-09-01 21:19:41 UTC,DOGE/USDT,short,0.20719000,0.20668200,0.20617400,0.20566600,0.20769800,64.97,A,0.2452,0.3057,0.8268,-0.1810,0.4826
2025-09-01 21:19:50 UTC,DOGE/USDT,short,0.20720000,0.20669200,0.20618400,0.20567600,0.20770800,64.99,A,0.2452,0.3793,0.8071,-0.1556,0.4826
2025-09-01 21:19:50 UTC,IP/USDT,short,7.65200000,7.63420000,7.61640000,7.59860000,7.66980000,61.54,A,0.2326,1.5134,0.0000,-0.5829,1.3071
2025-09-01 21:19:54 UTC,DOGE/USDT,short,0.20735000,0.20684200,0.20633400,0.20582600,0.20785800,62.62,A,0.2450,0.4090,0.5118,-0.3803,0.4826
2025-09-01 21:19:54 UTC,XRP/USDT,short,2.73730000,2.73294000,2.72858000,2.72422000,2.74166000,61.21,A,0.1593,0.4322,0.4587,-0.3939,0.3653
2025-09-01 21:20:10 UTC,XRP/USDT,short,2.73690000,2.73244000,2.72798000,2.72352000,2.74136000,67.11,A,0.1630,0.6389,0.5381,-0.6852,0.3654
2025-09-01 21:20:10 UTC,ADA/USDT,short,0.79080000,0.78918000,0.78756000,0.78594000,0.79242000,65.65,A,0.2049,2.3014,0.0000,-0.4969,1.2643
2025-09-01 21:20:10 UTC,BTC/USDT,short,108322.10000000,108230.86000000,108139.62000000,108048.38000000,108413.34000000,62.86,A,0.0842,0.5707,0.4801,-0.9937,0.0092
2025-09-01 21:20:20 UTC,TRUMP/USDT,short,8.24500000,8.23080000,8.21660000,8.20240000,8.25920000,82.53,A+,0.1722,10.6137,1.0000,-0.1353,1.2132
2025-09-01 21:20:23 UTC,LINK/USDT,short,22.25900000,22.22180000,22.18460000,22.14740000,22.29620000,66.38,A,0.1671,0.2352,0.8333,-0.4147,0.4492
2025-09-01 21:20:23 UTC,XRP/USDT,short,2.73330000,2.72898000,2.72466000,2.72034000,2.73762000,63.91,A,0.1581,0.2338,0.8796,-0.1042,0.3659
2025-09-01 21:20:23 UTC,ENA/USDT,short,0.61410000,0.61308000,0.61206000,0.61104000,0.61512000,61.42,A,0.1661,0.4433,0.8824,-0.3067,1.6283
2025-09-01 21:20:23 UTC,DOGE/USDT,short,0.20694000,0.20645200,0.20596400,0.20547600,0.20742800,61.25,A,0.2358,0.3574,0.4713,-0.2879,0.4831
2025-09-01 21:20:38 UTC,TRUMP/USDT,short,8.24500000,8.23080000,8.21660000,8.20240000,8.25920000,81.15,A+,0.1722,10.8360,1.0000,-0.4006,2.4245
2025-09-01 21:20:38 UTC,XRP/USDT,short,2.73400000,2.72944000,2.72488000,2.72032000,2.73856000,68.32,A,0.1668,0.5605,0.6798,-0.6045,0.3657
2025-09-01 21:20:49 UTC,ADA/USDT,short,0.79090000,0.78936000,0.78782000,0.78628000,0.79244000,66.87,A,0.1947,3.1667,0.0000,-0.4601,1.2643
2025-09-01 21:20:49 UTC,IP/USDT,short,7.64400000,7.62640000,7.60880000,7.59120000,7.66160000,62.88,A,0.2302,1.9918,0.0000,-0.3612,2.6144
2025-09-01 21:20:49 UTC,LINK/USDT,short,22.29800000,22.25860000,22.21920000,22.17980000,22.33740000,61.65,A,0.1767,1.2496,0.0000,-0.7786,0.8969
2025-09-01 21:20:52 UTC,SOL/USDT,short,196.58000000,196.21600000,195.85200000,195.48800000,196.94400000,60.62,A,0.1852,1.3241,0.1648,-0.1466,0.5088
2025-09-01 21:21:08 UTC,LINK/USDT,short,22.30700000,22.26580000,22.22460000,22.18340000,22.34820000,63.06,A,0.1847,1.6237,0.0000,-0.5584,0.4483
2025-09-01 21:21:08 UTC,ADA/USDT,short,0.79120000,0.78962000,0.78804000,0.78646000,0.79278000,62.77,A,0.1997,5.0106,0.0000,-0.1106,1.2638
2025-09-01 21:21:08 UTC,SOL/USDT,short,196.62000000,196.25600000,195.89200000,195.52800000,196.98400000,61.42,A,0.1851,1.6162,0.0549,-0.1808,0.5086
2025-09-01 21:21:36 UTC,XRP/USDT,short,2.73370000,2.72934000,2.72498000,2.72062000,2.73806000,64.55,A,0.1595,0.5218,0.6422,-0.1912,0.3658
2025-09-01 21:21:48 UTC,XRP/USDT,short,2.73270000,2.72834000,2.72398000,2.71962000,2.73706000,70.73,A+,0.1595,0.6673,0.8716,-0.3240,0.3659
2025-09-01 21:21:49 UTC,LINK/USDT,short,22.27400000,22.23320000,22.19240000,22.15160000,22.31480000,61.85,A,0.1832,0.5950,0.3922,-0.3580,0.8977
2025-09-01 21:21:49 UTC,BTC/USDT,short,108244.80000000,108174.48000000,108104.16000000,108033.84000000,108315.12000000,61.27,A,0.0650,0.8835,0.3527,-0.9477,0.0092
2025-09-01 21:23:32 UTC,SUI/USDT,short,3.14500000,3.14004000,3.13508000,3.13012000,3.14996000,76.91,A+,0.1577,8.2315,0.0000,-0.7937,0.6359
2025-09-01 21:23:32 UTC,XRP/USDT,short,2.73190000,2.72784000,2.72378000,2.71972000,2.73596000,69.88,A,0.1486,0.6183,0.4680,-0.5500,0.3660
2025-09-01 21:23:45 UTC,SUI/USDT,short,3.14410000,3.13912000,3.13414000,3.12916000,3.14908000,77.34,A+,0.1584,8.5993,0.0602,-0.8372,0.9538
2025-09-01 21:23:45 UTC,XRP/USDT,short,2.73110000,2.72682000,2.72254000,2.71826000,2.73538000,74.25,A+,0.1567,1.0156,0.6308,-0.4057,0.3662
2025-09-01 21:23:45 UTC,SOL/USDT,short,196.42000000,196.10600000,195.79200000,195.47800000,196.73400000,64.50,A,0.1599,0.6925,0.3503,-0.2387,0.5092
2025-09-01 21:23:47 UTC,SUI/USDT,short,3.14410000,3.13912000,3.13414000,3.12916000,3.14908000,76.15,A+,0.1584,8.5993,0.0602,-0.6121,0.6359
2025-09-01 21:23:47 UTC,XRP/USDT,short,2.73110000,2.72682000,2.72254000,2.71826000,2.73538000,74.45,A+,0.1567,1.1060,0.6308,-0.3525,0.3662
2025-09-01 21:23:47 UTC,SOL/USDT,short,196.39000000,196.07600000,195.76200000,195.44800000,196.70400000,65.61,A,0.1599,0.7078,0.4459,-0.1896,0.5092
2025-09-01 21:24:01 UTC,SUI/USDT,short,3.14550000,3.14052000,3.13554000,3.13056000,3.15048000,77.98,A+,0.1583,8.8426,0.0000,-0.8044,0.3179
2025-09-01 21:24:01 UTC,BTC/USDT,short,108212.40000000,108141.44000000,108070.48000000,107999.52000000,108283.36000000,63.88,A,0.0656,0.8303,0.3608,-0.5300,0.0092
2025-09-01 21:24:14 UTC,SUI/USDT,short,3.14400000,3.13956000,3.13512000,3.13068000,3.14844000,74.89,A+,0.1412,2.7340,0.0901,-0.6664,0.3181
2025-09-01 21:24:14 UTC,SOL/USDT,short,196.38000000,196.08200000,195.78400000,195.48600000,196.67800000,61.46,A,0.1517,0.2552,0.5034,-0.1855,0.5092
2025-09-01 21:24:16 UTC,SUI/USDT,short,3.14400000,3.13956000,3.13512000,3.13068000,3.14844000,75.31,A+,0.1412,2.7341,0.0901,-0.7081,0.3181
2025-09-01 21:24:30 UTC,SUI/USDT,short,3.14380000,3.13896000,3.13412000,3.12928000,3.14864000,77.10,A+,0.1540,2.8789,0.1240,-0.8462,0.6363
2025-09-01 21:24:42 UTC,SUI/USDT,short,3.14390000,3.13906000,3.13422000,3.12938000,3.14874000,76.46,A+,0.1539,2.8935,0.1033,-0.8176,0.6362
2025-09-01 21:24:43 UTC,SUI/USDT,short,3.14390000,3.13906000,3.13422000,3.12938000,3.14874000,77.81,A+,0.1539,2.8935,0.1033,-0.8463,0.3181
2025-09-01 21:24:43 UTC,BTC/USDT,short,108168.60000000,108097.58000000,108026.56000000,107955.54000000,108239.62000000,66.20,A,0.0657,0.9908,0.5280,-0.3822,0.0092
2025-09-01 21:24:58 UTC,SUI/USDT,short,3.14310000,3.13826000,3.13342000,3.12858000,3.14794000,77.23,A+,0.1540,4.3165,0.2686,-0.5068,0.3182
2025-09-01 21:24:58 UTC,SOL/USDT,short,196.47000000,196.17200000,195.87400000,195.57600000,196.76800000,73.95,A+,0.1517,3.5024,0.2013,-0.1373,0.5090
2025-09-01 21:24:58 UTC,BTC/USDT,short,108159.90000000,108088.88000000,108017.86000000,107946.84000000,108230.92000000,71.22,A+,0.0657,1.3661,0.6505,-0.4000,0.0092
2025-09-01 21:24:58 UTC,FARTCOIN/USDT,short,0.69560000,0.69284000,0.69008000,0.68732000,0.69836000,65.01,A,0.3968,0.8185,0.6159,-0.2620,1.4379
2025-09-01 21:24:58 UTC,XRP/USDT,short,2.73140000,2.72764000,2.72388000,2.72012000,2.73516000,61.19,A,0.1377,0.8815,0.1330,-0.1433,0.3661
2025-09-01 21:25:09 UTC,SOL/USDT,short,196.13000000,195.79000000,195.45000000,195.11000000,196.47000000,88.56,A+,0.1734,5.1958,1.0000,-0.2706,0.5097
2025-09-01 21:25:09 UTC,BTC/USDT,short,108144.10000000,108073.08000000,108002.06000000,107931.04000000,108215.12000000,76.36,A+,0.0657,1.6836,0.8730,-0.3257,0.0092
2025-09-01 21:25:10 UTC,SOL/USDT,short,196.19000000,195.85000000,195.51000000,195.17000000,196.53000000,86.96,A+,0.1733,5.2161,1.0000,-0.1271,0.5096
2025-09-01 21:25:10 UTC,BTC/USDT,short,108144.00000000,108072.98000000,108001.96000000,107930.94000000,108215.02000000,80.69,A+,0.0657,1.7016,0.8744,-0.7428,0.0092
2025-09-01 21:25:53 UTC,SUI/USDT,short,3.14760000,3.14218000,3.13676000,3.13134000,3.15302000,65.48,A,0.1722,2.0706,0.0000,-0.4038,0.3177
2025-09-01 21:26:02 UTC,SOL/USDT,short,196.47000000,196.13800000,195.80600000,195.47400000,196.80200000,63.79,A,0.1690,1.5890,0.0000,-0.4609,0.5090
2025-09-01 21:26:03 UTC,SOL/USDT,short,196.48000000,196.14800000,195.81600000,195.48400000,196.81200000,64.04,A,0.1690,1.6059,0.0000,-0.4828,0.5090
2025-09-01 21:26:56 UTC,XRP/USDT,short,2.72860000,2.72446000,2.72032000,2.71618000,2.73274000,61.58,A,0.1517,0.8138,0.0725,-0.4991,0.3664
2025-09-01 21:27:50 UTC,LINK/USDT,short,22.27900000,22.24100000,22.20300000,22.16500000,22.31700000,60.28,A,0.1706,1.5056,0.0000,-0.8871,2.2439
2025-09-01 21:27:50 UTC,LINK/USDT,short,22.27900000,22.24100000,22.20300000,22.16500000,22.31700000,61.56,A,0.1706,1.5056,0.0000,-0.5669,0.8976
2025-09-01 21:28:11 UTC,BTC/USDT,short,108098.00000000,108016.40000000,107934.80000000,107853.20000000,108179.60000000,67.55,A,0.0755,2.0903,0.1201,-0.4658,0.0093
2025-09-01 21:29:05 UTC,BTC/USDT,short,108077.90000000,108001.44000000,107924.98000000,107848.52000000,108154.36000000,63.57,A,0.0707,1.0556,0.1059,-0.9612,0.0093
2025-09-01 21:29:09 UTC,BTC/USDT,short,108054.80000000,107978.34000000,107901.88000000,107825.42000000,108131.26000000,63.89,A,0.0708,1.1548,0.4081,-0.4342,0.0093
2025-09-01 21:29:10 UTC,BTC/USDT,short,108054.80000000,107978.34000000,107901.88000000,107825.42000000,108131.26000000,63.96,A,0.0708,1.1548,0.4081,-0.4413,0.0093
2025-09-01 21:30:02 UTC,SUI/USDT,short,3.13990000,3.13402000,3.12814000,3.12226000,3.14578000,60.17,A,0.1873,0.2803,0.2381,-0.6451,0.3185
2025-09-01 21:30:03 UTC,SUI/USDT,short,3.13990000,3.13402000,3.12814000,3.12226000,3.14578000,60.07,A,0.1873,0.2803,0.2381,-0.6351,0.3185
2025-09-01 21:30:29 UTC,PYTH/USDT,short,0.16117000,0.16100600,0.16084200,0.16067800,0.16133400,61.64,A,0.1018,2.8433,0.0000,-0.1853,1.2405
2025-09-01 21:30:53 UTC,ETH/USDT,short,4268.30000000,4262.67000000,4257.04000000,4251.41000000,4273.93000000,60.48,A,0.1319,0.7945,0.0977,-0.4897,0.1172
2025-09-01 21:30:56 UTC,ETH/USDT,short,4266.65000000,4260.75000000,4254.85000000,4248.95000000,4272.55000000,68.90,A,0.1383,0.9532,0.3729,-0.6889,0.1172
2025-09-01 21:30:56 UTC,BTC/USDT,short,108014.20000000,107944.58000000,107874.96000000,107805.34000000,108083.82000000,63.07,A,0.0645,0.2906,0.6579,-0.8022,0.0093
2025-09-01 21:30:56 UTC,ENA/USDT,short,0.61170000,0.61068000,0.60966000,0.60864000,0.61272000,62.69,A,0.1667,1.3893,0.1961,-0.5397,1.6349
2025-09-01 21:31:20 UTC,ADA/USDT,short,0.78820000,0.78732000,0.78644000,0.78556000,0.78908000,63.60,A,0.1116,0.5345,1.0000,-0.2275,1.2683
2025-09-01 21:31:20 UTC,ETH/USDT,short,4266.70000000,4261.70000000,4256.70000000,4251.70000000,4271.70000000,62.79,A,0.1172,0.2349,0.4300,-0.8006,0.1172
2025-09-01 21:31:20 UTC,XRP/USDT,short,2.72500000,2.72248000,2.71996000,2.71744000,2.72752000,61.32,A,0.0925,0.4606,0.7937,-0.4254,0.3669
2025-09-01 21:31:21 UTC,SOL/USDT,short,195.73000000,195.47600000,195.22200000,194.96800000,195.98400000,60.52,A,0.1298,0.1170,0.7874,-0.1955,0.5108
2025-09-01 21:31:23 UTC,BTC/USDT,short,107947.90000000,107879.02000000,107810.14000000,107741.26000000,108016.78000000,64.59,A,0.0638,0.2865,0.8929,-0.5922,0.0093
2025-09-01 21:31:23 UTC,SUI/USDT,short,3.13750000,3.13342000,3.12934000,3.12526000,3.14158000,63.59,A,0.1300,0.2254,0.5882,-0.8888,0.3187
2025-09-01 21:31:47 UTC,SUI/USDT,short,3.14040000,3.13598000,3.13156000,3.12714000,3.14482000,68.44,A,0.1407,3.0079,0.0000,-0.5887,0.6369
2025-09-01 21:31:47 UTC,BTC/USDT,short,107960.10000000,107891.22000000,107822.34000000,107753.46000000,108028.98000000,65.01,A,0.0638,1.0816,0.7157,-0.2777,0.0093
2025-09-01 21:31:49 UTC,BTC/USDT,short,107960.00000000,107891.12000000,107822.24000000,107753.36000000,108028.88000000,71.72,A+,0.0638,1.1039,0.7172,-0.9288,0.0093
2025-09-01 21:31:49 UTC,SOL/USDT,short,195.78000000,195.52200000,195.26400000,195.00600000,196.03800000,61.49,A,0.1318,0.3264,0.5814,-0.4429,0.5107
2025-09-01 21:31:50 UTC,SUI/USDT,short,3.13880000,3.13438000,3.12996000,3.12554000,3.14322000,70.39,A+,0.1408,3.1084,0.2489,-0.4242,0.9558
2025-09-01 21:31:50 UTC,XRP/USDT,short,2.72540000,2.72276000,2.72012000,2.71748000,2.72804000,63.60,A,0.0969,1.3190,0.6061,-0.2281,0.3669
2025-09-01 21:32:14 UTC,SUI/USDT,short,3.13670000,3.13284000,3.12898000,3.12512000,3.14056000,61.26,A,0.1231,0.0221,0.3109,-0.7471,0.3188
2025-09-01 21:32:14 UTC,ETH/USDT,short,4267.55000000,4262.69000000,4257.83000000,4252.97000000,4272.41000000,60.49,A,0.1139,0.0657,0.2160,-0.6259,0.1172
2025-09-01 21:32:15 UTC,ETH/USDT,short,4266.90000000,4261.90000000,4256.90000000,4251.90000000,4271.90000000,63.53,A,0.1172,0.1160,0.3400,-0.6686,0.1172
2025-09-01 21:32:15 UTC,SUI/USDT,short,3.13670000,3.13284000,3.12898000,3.12512000,3.14056000,62.06,A,0.1231,0.0221,0.3109,-0.8263,0.3188
2025-09-01 21:32:17 UTC,ETH/USDT,short,4266.55000000,4261.49000000,4256.43000000,4251.37000000,4271.61000000,65.88,A,0.1186,0.1416,0.4051,-0.7707,0.1172
2025-09-01 21:32:17 UTC,DOGE/USDT,short,0.20689000,0.20660800,0.20632600,0.20604400,0.20717200,60.36,A,0.1363,0.1888,0.1064,-0.6038,0.4835
2025-09-01 21:32:41 UTC,XRP/USDT,short,2.71810000,2.71436000,2.71062000,2.70688000,2.72184000,83.68,A+,0.1376,1.3699,1.0000,-0.6237,0.3679
2025-09-01 21:32:41 UTC,ETH/USDT,short,4261.25000000,4255.13000000,4249.01000000,4242.89000000,4267.37000000,83.45,A+,0.1436,0.7621,1.0000,-0.8756,0.1173
2025-09-01 21:32:41 UTC,SUI/USDT,short,3.13250000,3.12770000,3.12290000,3.11810000,3.13730000,79.29,A+,0.1532,0.6433,1.0000,-0.6942,0.3193
2025-09-01 21:32:41 UTC,SOL/USDT,short,195.34000000,195.05200000,194.76400000,194.47600000,195.62800000,75.51,A+,0.1474,0.7883,1.0000,-0.2512,0.5119
2025-09-01 21:32:42 UTC,SUI/USDT,short,3.13240000,3.12760000,3.12280000,3.11800000,3.13720000,81.06,A+,0.1532,0.8230,1.0000,-0.7267,0.3192
2025-09-01 21:32:42 UTC,XRP/USDT,short,2.71910000,2.71536000,2.71162000,2.70788000,2.72284000,80.67,A+,0.1375,1.4660,1.0000,-0.2536,0.3677
2025-09-01 21:32:42 UTC,SOL/USDT,short,195.35000000,195.06200000,194.77400000,194.48600000,195.63800000,74.56,A+,0.1474,0.7926,0.9722,-0.1959,0.5119
2025-09-01 21:32:44 UTC,XRP/USDT,short,2.71960000,2.71586000,2.71212000,2.70838000,2.72334000,83.93,A+,0.1375,1.5505,1.0000,-0.5162,0.3677
2025-09-01 21:32:44 UTC,ETH/USDT,short,4261.55000000,4255.38000000,4249.21000000,4243.04000000,4267.72000000,81.80,A+,0.1448,0.8418,1.0000,-0.6357,0.1173
2025-09-01 21:32:44 UTC,ENA/USDT,short,0.61060000,0.60966000,0.60872000,0.60778000,0.61154000,66.48,A,0.1539,0.4367,0.8511,-0.3311,1.6379
2025-09-01 21:33:08 UTC,XRP/USDT,short,2.71950000,2.71576000,2.71202000,2.70828000,2.72324000,90.89,A+,0.1375,2.5349,1.0000,-0.4513,0.3677
2025-09-01 21:33:08 UTC,ADA/USDT,short,0.78780000,0.78640000,0.78500000,0.78360000,0.78920000,80.78,A+,0.1777,6.2797,0.3571,-0.4657,1.2696
2025-09-01 21:33:08 UTC,LINK/USDT,short,22.21200000,22.18200000,22.15200000,22.12200000,22.24200000,73.35,A+,0.1351,1.7361,0.5000,-0.6859,1.3508
2025-09-01 21:33:10 UTC,ETH/USDT,short,4263.90000000,4257.67000000,4251.44000000,4245.21000000,4270.13000000,85.26,A+,0.1461,1.4943,0.7544,-0.8196,0.1173
2025-09-01 21:33:10 UTC,BTC/USDT,short,107813.20000000,107726.16000000,107639.12000000,107552.08000000,107900.24000000,76.34,A+,0.0807,0.7947,1.0000,-0.7606,0.0093
2025-09-01 21:33:10 UTC,SUI/USDT,short,3.13310000,3.12880000,3.12450000,3.12020000,3.13740000,60.74,A,0.1372,0.0270,0.1628,-0.7844,0.3192
2025-09-01 21:33:11 UTC,BTC/USDT,short,107813.20000000,107726.16000000,107639.12000000,107552.08000000,107900.24000000,74.26,A+,0.0807,0.8269,1.0000,-0.5268,0.0093
2025-09-01 21:33:11 UTC,DOGE/USDT,short,0.20594000,0.20555600,0.20517200,0.20478800,0.20632400,62.94,A,0.1865,0.2888,0.2865,-0.3392,0.4855
2025-09-01 21:33:34 UTC,XRP/USDT,short,2.71650000,2.71260000,2.70870000,2.70480000,2.72040000,74.04,A+,0.1436,0.9725,0.6923,-0.3774,0.3681
2025-09-01 21:33:34 UTC,SUI/USDT,short,3.13380000,3.12880000,3.12380000,3.11880000,3.13880000,73.35,A+,0.1596,3.5233,0.0000,-0.4103,0.9574
2025-09-01 21:33:34 UTC,DOGE/USDT,short,0.20610000,0.20570200,0.20530400,0.20490600,0.20649800,71.40,A+,0.1931,2.1577,0.0000,-0.1976,0.4852
2025-09-01 21:33:34 UTC,LINK/USDT,short,22.19600000,22.16540000,22.13480000,22.10420000,22.22660000,63.30,A,0.1379,0.9044,0.5229,-0.1752,0.9011
2025-09-01 21:33:36 UTC,SUI/USDT,short,3.13330000,3.12830000,3.12330000,3.11830000,3.13830000,76.22,A+,0.1596,3.5344,0.1000,-0.4303,0.6383
2025-09-01 21:33:36 UTC,XRP/USDT,short,2.71660000,2.71270000,2.70880000,2.70490000,2.72050000,74.63,A+,0.1436,0.9797,0.6667,-0.4692,0.3681
2025-09-01 21:33:36 UTC,DOGE/USDT,short,0.20609000,0.20569200,0.20529400,0.20489600,0.20648800,72.92,A+,0.1931,2.2325,0.0000,-0.2757,0.4853
2025-09-01 21:33:36 UTC,LINK/USDT,short,22.19600000,22.16540000,22.13480000,22.10420000,22.22660000,64.80,A,0.1379,0.9044,0.5229,-0.1749,0.4505
2025-09-01 21:33:37 UTC,SUI/USDT,short,3.13330000,3.12830000,3.12330000,3.11830000,3.13830000,75.86,A+,0.1596,3.5344,0.1000,-0.3950,0.6383
2025-09-01 21:33:37 UTC,XRP/USDT,short,2.71660000,2.71270000,2.70880000,2.70490000,2.72050000,74.91,A+,0.1436,0.9905,0.6667,-0.4891,0.3681
2025-09-01 21:34:02 UTC,DOGE/USDT,short,0.20614000,0.20573400,0.20532800,0.20492200,0.20654600,76.43,A+,0.1970,4.2520,0.0000,-0.4826,0.4851
2025-09-01 21:34:02 UTC,XRP/USDT,short,2.71830000,2.71402000,2.70974000,2.70546000,2.72258000,74.33,A+,0.1575,1.8075,0.2103,-0.4101,0.3679
2025-09-01 21:34:02 UTC,ADA/USDT,short,0.78810000,0.78658000,0.78506000,0.78354000,0.78962000,74.08,A+,0.1929,2.9510,0.0000,-0.6164,1.2688
2025-09-01 21:34:02 UTC,SUI/USDT,short,3.13570000,3.13028000,3.12486000,3.11944000,3.14112000,73.18,A+,0.1728,4.1028,0.0000,-0.4241,0.3189
2025-09-01 21:34:02 UTC,LINK/USDT,short,22.21000000,22.17940000,22.14880000,22.11820000,22.24060000,67.22,A,0.1378,1.4178,0.0654,-0.9024,0.9003
2025-09-01 21:34:02 UTC,ETH/USDT,short,4265.25000000,4258.94000000,4252.63000000,4246.32000000,4271.56000000,65.91,A,0.1479,1.3235,0.0000,-0.3652,0.1172
2025-09-01 21:34:03 UTC,XRP/USDT,short,2.71870000,2.71442000,2.71014000,2.70586000,2.72298000,77.94,A+,0.1574,1.9076,0.1168,-0.8342,0.3678
2025-09-01 21:34:03 UTC,ADA/USDT,short,0.78800000,0.78648000,0.78496000,0.78344000,0.78952000,74.69,A+,0.1929,2.9562,0.0000,-0.6274,1.2688
2025-09-01 21:34:03 UTC,SUI/USDT,short,3.13610000,3.13064000,3.12518000,3.11972000,3.14156000,74.40,A+,0.1741,4.1341,0.0000,-0.6954,0.6377
2025-09-01 21:34:03 UTC,DOGE/USDT,short,0.20613000,0.20572400,0.20531800,0.20491200,0.20653600,72.87,A+,0.1970,4.2898,0.0000,-0.1129,0.4851
2025-09-01 21:34:03 UTC,LINK/USDT,short,22.21300000,22.18220000,22.15140000,22.12060000,22.24380000,64.70,A,0.1387,1.4525,0.0000,-0.8864,1.3505
2025-09-01 21:34:06 UTC,DOGE/USDT,short,0.20615000,0.20574200,0.20533400,0.20492600,0.20655800,76.41,A+,0.1979,4.3543,0.0000,-0.4943,0.4851
2025-09-01 21:34:06 UTC,SUI/USDT,short,3.13610000,3.13064000,3.12518000,3.11972000,3.14156000,75.83,A+,0.1741,4.1341,0.0000,-0.7320,0.3189
2025-09-01 21:34:06 UTC,XRP/USDT,short,2.71870000,2.71442000,2.71014000,2.70586000,2.72298000,74.77,A+,0.1574,1.9579,0.1168,-0.4773,0.3678
2025-09-01 21:34:06 UTC,ADA/USDT,short,0.78810000,0.78658000,0.78506000,0.78354000,0.78962000,74.32,A+,0.1929,3.0049,0.0000,-0.6411,1.2688
2025-09-01 21:34:29 UTC,XRP/USDT,short,2.71460000,2.70972000,2.70484000,2.69996000,2.71948000,77.64,A+,0.1798,0.4342,0.9221,-0.6563,0.3683
2025-09-01 21:34:29 UTC,LINK/USDT,short,22.18300000,22.15260000,22.12220000,22.09180000,22.21340000,73.67,A+,0.1370,1.4156,0.7566,-0.6310,2.7044
2025-09-01 21:34:29 UTC,BTC/USDT,short,107707.90000000,107586.34000000,107464.78000000,107343.22000000,107829.46000000,69.81,A,0.1129,0.3667,0.8654,-0.4006,0.0093
2025-09-01 21:34:29 UTC,ETH/USDT,short,4259.75000000,4253.04000000,4246.33000000,4239.62000000,4266.46000000,69.01,A,0.1575,0.2753,0.5812,-0.5016,0.1174
2025-09-01 21:34:29 UTC,ENA/USDT,short,0.61000000,0.60910000,0.60820000,0.60730000,0.61090000,62.66,A,0.1475,0.7656,0.3333,-0.3536,1.6395
2025-09-01 21:34:29 UTC,ADA/USDT,short,0.78700000,0.78538000,0.78376000,0.78214000,0.78862000,60.23,A,0.2058,0.1202,0.3704,-0.5171,1.2704
2025-09-01 21:34:29 UTC,XRP/USDT,short,2.71480000,2.70992000,2.70504000,2.70016000,2.71968000,79.42,A+,0.1798,0.4616,0.8811,-0.8741,0.3683
2025-09-01 21:34:29 UTC,LINK/USDT,short,22.18300000,22.15260000,22.12220000,22.09180000,22.21340000,76.67,A+,0.1370,1.4156,0.7566,-0.6305,1.8029
2025-09-01 21:34:29 UTC,ETH/USDT,short,4259.90000000,4253.19000000,4246.48000000,4239.77000000,4266.61000000,70.51,A+,0.1575,0.2758,0.5589,-0.6857,0.1174
2025-09-01 21:34:29 UTC,BTC/USDT,short,107707.90000000,107586.34000000,107464.78000000,107343.22000000,107829.46000000,69.19,A,0.1129,0.3667,0.8654,-0.3383,0.0093
2025-09-01 21:34:29 UTC,ENA/USDT,short,0.61000000,0.60910000,0.60820000,0.60730000,0.61090000,62.66,A,0.1475,0.7656,0.3333,-0.3540,1.6395
2025-09-01 21:34:29 UTC,ADA/USDT,short,0.78700000,0.78538000,0.78376000,0.78214000,0.78862000,60.22,A,0.2058,0.1202,0.3704,-0.5156,1.2704
2025-09-01 21:34:33 UTC,LINK/USDT,short,22.18300000,22.15260000,22.12220000,22.09180000,22.21340000,78.02,A+,0.1370,1.5748,0.7566,-0.6382,1.8029
2025-09-01 21:34:33 UTC,XRP/USDT,short,2.71530000,2.71042000,2.70554000,2.70066000,2.72018000,73.81,A+,0.1797,0.5711,0.7787,-0.3793,0.3682
2025-09-01 21:34:33 UTC,ENA/USDT,short,0.61000000,0.60910000,0.60820000,0.60730000,0.61090000,64.56,A,0.1475,0.7656,0.3333,-0.5439,1.6392
2025-09-01 21:34:33 UTC,TRUMP/USDT,short,8.23200000,8.22000000,8.20800000,8.19600000,8.24400000,61.45,A,0.1458,2.8573,0.0000,-0.2114,2.4281
2025-09-01 21:34:55 UTC,LINK/USDT,short,22.22000000,22.18680000,22.15360000,22.12040000,22.25320000,77.69,A+,0.1494,3.4621,0.0000,-0.7198,0.4500
2025-09-01 21:34:55 UTC,XRP/USDT,short,2.71810000,2.71322000,2.70834000,2.70346000,2.72298000,69.97,A,0.1795,1.4547,0.2049,-0.1488,0.3679
2025-09-01 21:34:56 UTC,CFX/USDT,short,0.17531000,0.17507800,0.17484600,0.17461400,0.17554200,84.22,A+,0.1323,3.4336,0.8190,-0.8555,1.1391
2025-09-01 21:34:56 UTC,XRP/USDT,short,2.71810000,2.71322000,2.70834000,2.70346000,2.72298000,69.71,A,0.1795,1.4623,0.2049,-0.1163,0.3679
2025-09-01 21:35:01 UTC,XRP/USDT,short,2.71740000,2.71252000,2.70764000,2.70276000,2.72228000,77.54,A+,0.1796,1.6196,0.3484,-0.5587,0.3680
2025-09-01 21:35:01 UTC,BTC/USDT,short,107772.00000000,107650.44000000,107528.88000000,107407.32000000,107893.56000000,64.46,A,0.1128,0.9344,0.3381,-0.2263,0.0093
2025-09-01 21:35:01 UTC,ENA/USDT,short,0.61080000,0.60978000,0.60876000,0.60774000,0.61182000,62.12,A,0.1670,1.5160,0.0000,-0.4689,1.6373
